state,date,Confirmed,Deaths,Active,New,New_3_avg,New_7_avg
Cruise,03/15/2020,67,0,67,0,0,0.14285714285714285
Cruise,03/16/2020,67,0,67,0,0,0.14285714285714285
Cruise,03/17/2020,68,0,68,1,0.3333333333333333,0.14285714285714285
Cruise,03/18/2020,68,0,68,0,0.3333333333333333,0.14285714285714285
Cruise,03/19/2020,69,0,69,1,0.6666666666666666,0.2857142857142857
Cruise,03/20/2020,72,0,72,3,1.3333333333333333,0.7142857142857143
Cruise,03/21/2020,72,0,72,0,1.3333333333333333,0.7142857142857143
Cruise,03/22/2020,79,1,78,7,3.3333333333333335,1.7142857142857142
Cruise,03/23/2020,79,1,78,0,2.3333333333333335,1.7142857142857142
Cruise,03/24/2020,77,1,76,0,2.3333333333333335,1.5714285714285714
Cruise,03/25/2020,77,1,76,0,0,1.5714285714285714
Cruise,03/26/2020,77,1,76,0,0,1.4285714285714286
Cruise,03/27/2020,77,3,74,0,0,1
Cruise,03/28/2020,152,3,149,75,25,11.714285714285714
Cruise,03/29/2020,152,3,149,0,25,10.714285714285714
Cruise,03/30/2020,152,3,149,0,25,10.714285714285714
Cruise,03/31/2020,152,3,149,0,0,10.714285714285714
Cruise,04/01/2020,152,3,149,0,0,10.714285714285714
Cruise,04/02/2020,152,3,149,0,0,10.714285714285714
Cruise,04/03/2020,152,3,149,0,0,10.714285714285714
Cruise,04/04/2020,152,3,149,0,0,0
Cruise,04/05/2020,152,3,149,0,0,0
Cruise,04/06/2020,152,3,149,0,0,0
Cruise,04/07/2020,152,3,149,0,0,0
CT,01/22/2020,0,0,0,0,0,0
CT,01/23/2020,0,0,0,0,0,0
CT,01/24/2020,0,0,0,0,0,0
CT,01/25/2020,0,0,0,0,0,0
CT,01/26/2020,0,0,0,0,0,0
CT,01/27/2020,0,0,0,0,0,0
CT,01/28/2020,0,0,0,0,0,0
CT,01/29/2020,0,0,0,0,0,0
CT,01/30/2020,0,0,0,0,0,0
CT,01/31/2020,0,0,0,0,0,0
CT,02/01/2020,0,0,0,0,0,0
CT,02/02/2020,0,0,0,0,0,0
CT,02/03/2020,0,0,0,0,0,0
CT,02/04/2020,0,0,0,0,0,0
CT,02/05/2020,0,0,0,0,0,0
CT,02/06/2020,0,0,0,0,0,0
CT,02/07/2020,0,0,0,0,0,0
CT,02/08/2020,0,0,0,0,0,0
CT,02/09/2020,0,0,0,0,0,0
CT,02/10/2020,0,0,0,0,0,0
CT,02/11/2020,0,0,0,0,0,0
CT,02/12/2020,0,0,0,0,0,0
CT,02/13/2020,0,0,0,0,0,0
CT,02/14/2020,0,0,0,0,0,0
CT,02/15/2020,0,0,0,0,0,0
CT,02/16/2020,0,0,0,0,0,0
CT,02/17/2020,0,0,0,0,0,0
CT,02/18/2020,0,0,0,0,0,0
CT,02/19/2020,0,0,0,0,0,0
CT,02/20/2020,0,0,0,0,0,0
CT,02/21/2020,0,0,0,0,0,0
CT,02/22/2020,0,0,0,0,0,0
CT,02/23/2020,0,0,0,0,0,0
CT,02/24/2020,0,0,0,0,0,0
CT,02/25/2020,0,0,0,0,0,0
CT,02/26/2020,0,0,0,0,0,0
CT,02/27/2020,0,0,0,0,0,0
CT,02/28/2020,0,0,0,0,0,0
CT,02/29/2020,0,0,0,0,0,0
CT,03/01/2020,0,0,0,0,0,0
CT,03/02/2020,0,0,0,0,0,0
CT,03/03/2020,0,0,0,0,0,0
CT,03/04/2020,0,0,0,0,0,0
CT,03/05/2020,0,0,0,0,0,0
CT,03/06/2020,0,0,0,0,0,0
CT,03/07/2020,2,0,2,2,0.6666666666666666,0.2857142857142857
CT,03/08/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
CT,03/09/2020,1,0,1,0,0.6666666666666666,0.2857142857142857
CT,03/10/2020,2,0,2,1,0.3333333333333333,0.42857142857142855
CT,03/11/2020,3,0,3,1,0.6666666666666666,0.5714285714285714
CT,03/12/2020,5,0,5,2,1.3333333333333333,0.8571428571428571
CT,03/13/2020,11,0,11,6,3,1.7142857142857142
CT,03/14/2020,22,0,22,11,6.333333333333333,3
CT,03/15/2020,24,0,24,2,6.333333333333333,3.2857142857142856
CT,03/16/2020,30,0,30,6,6.333333333333333,4.142857142857143
CT,03/17/2020,68,0,68,38,15.333333333333334,9.428571428571429
CT,03/18/2020,68,0,68,0,14.666666666666666,9.285714285714286
CT,03/19/2020,159,2,157,91,43,22
CT,03/20/2020,194,3,191,35,42,26.142857142857142
CT,03/21/2020,194,4,190,0,42,24.571428571428573
CT,03/22/2020,223,5,218,29,21.333333333333332,28.428571428571427
CT,03/23/2020,415,10,405,192,73.66666666666667,55
CT,03/24/2020,618,12,606,203,141.33333333333334,78.57142857142857
CT,03/25/2020,875,19,856,257,217.33333333333334,115.28571428571429
CT,03/26/2020,1012,21,991,137,199,121.85714285714286
CT,03/27/2020,1291,27,1264,279,224.33333333333334,156.71428571428572
CT,03/28/2020,1524,33,1491,233,216.33333333333334,190
CT,03/29/2020,1993,34,1959,469,327,252.85714285714286
CT,03/30/2020,2571,36,2535,578,426.6666666666667,308
CT,03/31/2020,3128,69,3059,557,534.6666666666666,358.57142857142856
CT,04/01/2020,3557,85,3472,429,521.3333333333334,383.14285714285717
CT,04/02/2020,3824,112,3712,267,417.6666666666667,401.7142857142857
CT,04/03/2020,4914,131,4783,1090,595.3333333333334,517.5714285714286
CT,04/04/2020,5276,165,5111,362,573,536
CT,04/05/2020,5675,189,5486,399,617,526
CT,04/06/2020,6906,206,6700,1231,664,619.2857142857143
CT,04/07/2020,7781,277,7504,875,835,664.7142857142857
DC,01/22/2020,0,0,0,0,0,0
DC,01/23/2020,0,0,0,0,0,0
DC,01/24/2020,0,0,0,0,0,0
DC,01/25/2020,0,0,0,0,0,0
DC,01/26/2020,0,0,0,0,0,0
DC,01/27/2020,0,0,0,0,0,0
DC,01/28/2020,0,0,0,0,0,0
DC,01/29/2020,0,0,0,0,0,0
DC,01/30/2020,0,0,0,0,0,0
DC,01/31/2020,0,0,0,0,0,0
DC,02/01/2020,0,0,0,0,0,0
DC,02/02/2020,0,0,0,0,0,0
DC,02/03/2020,0,0,0,0,0,0
DC,02/04/2020,0,0,0,0,0,0
DC,02/05/2020,0,0,0,0,0,0
DC,02/06/2020,0,0,0,0,0,0
DC,02/07/2020,0,0,0,0,0,0
DC,02/08/2020,0,0,0,0,0,0
DC,02/09/2020,0,0,0,0,0,0
DC,02/10/2020,0,0,0,0,0,0
DC,02/11/2020,0,0,0,0,0,0
DC,02/12/2020,0,0,0,0,0,0
DC,02/13/2020,0,0,0,0,0,0
DC,02/14/2020,0,0,0,0,0,0
DC,02/15/2020,0,0,0,0,0,0
DC,02/16/2020,0,0,0,0,0,0
DC,02/17/2020,0,0,0,0,0,0
DC,02/18/2020,0,0,0,0,0,0
DC,02/19/2020,0,0,0,0,0,0
DC,02/20/2020,0,0,0,0,0,0
DC,02/21/2020,0,0,0,0,0,0
DC,02/22/2020,0,0,0,0,0,0
DC,02/23/2020,0,0,0,0,0,0
DC,02/24/2020,0,0,0,0,0,0
DC,02/25/2020,0,0,0,0,0,0
DC,02/26/2020,0,0,0,0,0,0
DC,02/27/2020,0,0,0,0,0,0
DC,02/28/2020,0,0,0,0,0,0
DC,02/29/2020,0,0,0,0,0,0
DC,03/01/2020,0,0,0,0,0,0
DC,03/02/2020,0,0,0,0,0,0
DC,03/03/2020,0,0,0,0,0,0
DC,03/04/2020,0,0,0,0,0,0
DC,03/05/2020,0,0,0,0,0,0
DC,03/06/2020,0,0,0,0,0,0
DC,03/07/2020,2,0,2,2,0.6666666666666666,0.2857142857142857
DC,03/08/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
DC,03/09/2020,4,0,4,2,1.3333333333333333,0.5714285714285714
DC,03/10/2020,4,0,4,0,0.6666666666666666,0.5714285714285714
DC,03/11/2020,10,0,10,6,2.6666666666666665,1.4285714285714286
DC,03/12/2020,10,0,10,0,2,1.4285714285714286
DC,03/13/2020,10,0,10,0,2,1.4285714285714286
DC,03/14/2020,16,0,16,6,2,2
DC,03/15/2020,17,0,17,1,2.3333333333333335,2.142857142857143
DC,03/16/2020,22,0,22,5,4,2.5714285714285716
DC,03/17/2020,31,0,31,9,5,3.857142857142857
DC,03/18/2020,39,0,39,8,7.333333333333333,4.142857142857143
DC,03/19/2020,71,0,71,32,16.333333333333332,8.714285714285714
DC,03/20/2020,80,1,79,9,16.333333333333332,10
DC,03/21/2020,98,1,97,18,19.666666666666668,11.714285714285714
DC,03/22/2020,116,2,114,18,15,14.142857142857142
DC,03/23/2020,137,2,118,21,19,16.428571428571427
DC,03/24/2020,183,2,164,46,28.333333333333332,21.714285714285715
DC,03/25/2020,231,2,208,48,38.333333333333336,27.428571428571427
DC,03/26/2020,267,3,215,36,43.333333333333336,28
DC,03/27/2020,304,4,249,37,40.333333333333336,32
DC,03/28/2020,342,4,287,38,37,34.857142857142854
DC,03/29/2020,401,5,290,59,44.666666666666664,40.714285714285715
DC,03/30/2020,495,9,365,94,63.666666666666664,51.142857142857146
DC,03/31/2020,586,11,454,91,81.33333333333333,57.57142857142857
DC,04/01/2020,653,12,468,67,84,60.285714285714285
DC,04/02/2020,757,15,536,104,87.33333333333333,70
DC,04/03/2020,902,21,646,145,105.33333333333333,85.42857142857143
DC,04/04/2020,998,22,718,96,115,93.71428571428571
DC,04/05/2020,1097,22,788,99,113.33333333333333,99.42857142857143
DC,04/06/2020,1211,22,871,114,103,102.28571428571429
DC,04/07/2020,1211,22,871,0,71,89.28571428571429
DE,01/22/2020,0,0,0,0,0,0
DE,01/23/2020,0,0,0,0,0,0
DE,01/24/2020,0,0,0,0,0,0
DE,01/25/2020,0,0,0,0,0,0
DE,01/26/2020,0,0,0,0,0,0
DE,01/27/2020,0,0,0,0,0,0
DE,01/28/2020,0,0,0,0,0,0
DE,01/29/2020,0,0,0,0,0,0
DE,01/30/2020,0,0,0,0,0,0
DE,01/31/2020,0,0,0,0,0,0
DE,02/01/2020,0,0,0,0,0,0
DE,02/02/2020,0,0,0,0,0,0
DE,02/03/2020,0,0,0,0,0,0
DE,02/04/2020,0,0,0,0,0,0
DE,02/05/2020,0,0,0,0,0,0
DE,02/06/2020,0,0,0,0,0,0
DE,02/07/2020,0,0,0,0,0,0
DE,02/08/2020,0,0,0,0,0,0
DE,02/09/2020,0,0,0,0,0,0
DE,02/10/2020,0,0,0,0,0,0
DE,02/11/2020,0,0,0,0,0,0
DE,02/12/2020,0,0,0,0,0,0
DE,02/13/2020,0,0,0,0,0,0
DE,02/14/2020,0,0,0,0,0,0
DE,02/15/2020,0,0,0,0,0,0
DE,02/16/2020,0,0,0,0,0,0
DE,02/17/2020,0,0,0,0,0,0
DE,02/18/2020,0,0,0,0,0,0
DE,02/19/2020,0,0,0,0,0,0
DE,02/20/2020,0,0,0,0,0,0
DE,02/21/2020,0,0,0,0,0,0
DE,02/22/2020,0,0,0,0,0,0
DE,02/23/2020,0,0,0,0,0,0
DE,02/24/2020,0,0,0,0,0,0
DE,02/25/2020,0,0,0,0,0,0
DE,02/26/2020,0,0,0,0,0,0
DE,02/27/2020,0,0,0,0,0,0
DE,02/28/2020,0,0,0,0,0,0
DE,02/29/2020,0,0,0,0,0,0
DE,03/01/2020,0,0,0,0,0,0
DE,03/02/2020,0,0,0,0,0,0
DE,03/03/2020,0,0,0,0,0,0
DE,03/04/2020,0,0,0,0,0,0
DE,03/05/2020,0,0,0,0,0,0
DE,03/06/2020,0,0,0,0,0,0
DE,03/07/2020,0,0,0,0,0,0
DE,03/08/2020,0,0,0,0,0,0
DE,03/09/2020,0,0,0,0,0,0
DE,03/10/2020,0,0,0,0,0,0
DE,03/11/2020,1,0,1,1,0.3333333333333333,0.14285714285714285
DE,03/12/2020,1,0,1,0,0.3333333333333333,0.14285714285714285
DE,03/13/2020,4,0,4,3,1.3333333333333333,0.5714285714285714
DE,03/14/2020,6,0,6,2,1.6666666666666667,0.8571428571428571
DE,03/15/2020,7,0,7,1,2,1
DE,03/16/2020,8,0,8,1,1.3333333333333333,1.1428571428571428
DE,03/17/2020,16,0,16,8,3.3333333333333335,2.2857142857142856
DE,03/18/2020,19,0,19,3,4,2.5714285714285716
DE,03/19/2020,30,0,30,11,7.333333333333333,4.142857142857143
DE,03/20/2020,38,0,38,8,7.333333333333333,4.857142857142857
DE,03/21/2020,45,0,45,7,8.666666666666666,5.571428571428571
DE,03/22/2020,47,0,47,2,5.666666666666667,5.714285714285714
DE,03/23/2020,68,0,68,21,10,8.571428571428571
DE,03/24/2020,104,0,104,36,19.666666666666668,12.571428571428571
DE,03/25/2020,119,0,119,15,24,14.285714285714286
DE,03/26/2020,130,1,129,11,20.666666666666668,14.285714285714286
DE,03/27/2020,163,2,161,33,19.666666666666668,17.857142857142858
DE,03/28/2020,214,5,209,51,31.666666666666668,24.142857142857142
DE,03/29/2020,232,6,226,18,34,26.428571428571427
DE,03/30/2020,264,6,258,32,33.666666666666664,28
DE,03/31/2020,319,10,309,55,35,30.714285714285715
DE,04/01/2020,368,11,357,49,45.333333333333336,35.57142857142857
DE,04/02/2020,393,12,381,25,43,37.57142857142857
DE,04/03/2020,450,14,436,57,43.666666666666664,41
DE,04/04/2020,593,14,579,143,75,54.142857142857146
DE,04/05/2020,673,14,659,80,93.33333333333333,63
DE,04/06/2020,783,15,768,110,111,74.14285714285714
DE,04/07/2020,928,16,912,145,111.66666666666667,87
FL,01/22/2020,0,0,0,0,0,0
FL,01/23/2020,0,0,0,0,0,0
FL,01/24/2020,0,0,0,0,0,0
FL,01/25/2020,0,0,0,0,0,0
FL,01/26/2020,0,0,0,0,0,0
FL,01/27/2020,0,0,0,0,0,0
FL,01/28/2020,0,0,0,0,0,0
FL,01/29/2020,0,0,0,0,0,0
FL,01/30/2020,0,0,0,0,0,0
FL,01/31/2020,0,0,0,0,0,0
FL,02/01/2020,0,0,0,0,0,0
FL,02/02/2020,0,0,0,0,0,0
FL,02/03/2020,0,0,0,0,0,0
FL,02/04/2020,0,0,0,0,0,0
FL,02/05/2020,0,0,0,0,0,0
FL,02/06/2020,0,0,0,0,0,0
FL,02/07/2020,0,0,0,0,0,0
FL,02/08/2020,0,0,0,0,0,0
FL,02/09/2020,0,0,0,0,0,0
FL,02/10/2020,0,0,0,0,0,0
FL,02/11/2020,0,0,0,0,0,0
FL,02/12/2020,0,0,0,0,0,0
FL,02/13/2020,0,0,0,0,0,0
FL,02/14/2020,0,0,0,0,0,0
FL,02/15/2020,0,0,0,0,0,0
FL,02/16/2020,0,0,0,0,0,0
FL,02/17/2020,0,0,0,0,0,0
FL,02/18/2020,0,0,0,0,0,0
FL,02/19/2020,0,0,0,0,0,0
FL,02/20/2020,0,0,0,0,0,0
FL,02/21/2020,0,0,0,0,0,0
FL,02/22/2020,0,0,0,0,0,0
FL,02/23/2020,0,0,0,0,0,0
FL,02/24/2020,0,0,0,0,0,0
FL,02/25/2020,0,0,0,0,0,0
FL,02/26/2020,0,0,0,0,0,0
FL,02/27/2020,0,0,0,0,0,0
FL,02/28/2020,0,0,0,0,0,0
FL,02/29/2020,0,0,0,0,0,0
FL,03/01/2020,0,0,0,0,0,0
FL,03/02/2020,2,0,2,2,0.6666666666666666,0.2857142857142857
FL,03/03/2020,3,0,3,1,1,0.42857142857142855
FL,03/04/2020,3,0,3,0,1,0.42857142857142855
FL,03/05/2020,4,0,4,1,0.6666666666666666,0.5714285714285714
FL,03/06/2020,4,0,4,0,0.3333333333333333,0.5714285714285714
FL,03/07/2020,8,0,8,4,1.6666666666666667,1.1428571428571428
FL,03/08/2020,11,2,9,3,2.3333333333333335,1.5714285714285714
FL,03/09/2020,14,2,12,3,3.3333333333333335,1.7142857142857142
FL,03/10/2020,15,2,13,1,2.3333333333333335,1.7142857142857142
FL,03/11/2020,28,2,26,13,5.666666666666667,3.5714285714285716
FL,03/12/2020,35,2,33,7,7,4.428571428571429
FL,03/13/2020,50,2,48,15,11.666666666666666,6.571428571428571
FL,03/14/2020,76,3,73,26,16,9.714285714285714
FL,03/15/2020,115,4,111,39,26.666666666666668,14.857142857142858
FL,03/16/2020,155,5,150,40,35,20.142857142857142
FL,03/17/2020,216,6,210,61,46.666666666666664,28.714285714285715
FL,03/18/2020,314,7,307,98,66.33333333333333,40.857142857142854
FL,03/19/2020,417,9,408,103,87.33333333333333,54.57142857142857
FL,03/20/2020,563,10,553,146,115.66666666666667,73.28571428571429
FL,03/21/2020,659,13,646,96,115,83.28571428571429
FL,03/22/2020,830,13,817,171,137.66666666666666,102.14285714285714
FL,03/23/2020,1227,18,1209,397,221.33333333333334,153.14285714285714
FL,03/24/2020,1412,18,1394,185,251,170.85714285714286
FL,03/25/2020,1682,23,1659,270,284,195.42857142857142
FL,03/26/2020,2357,29,2328,675,376.6666666666667,277.14285714285717
FL,03/27/2020,2900,35,2865,543,496,333.85714285714283
FL,03/28/2020,3763,54,3709,863,693.6666666666666,443.42857142857144
FL,03/29/2020,4246,56,4190,483,629.6666666666666,488
FL,03/30/2020,5473,63,5410,1227,857.6666666666666,606.5714285714286
FL,03/31/2020,6741,85,6656,1268,992.6666666666666,761.2857142857143
FL,04/01/2020,6956,87,6869,215,903.3333333333334,753.4285714285714
FL,04/02/2020,9008,164,8844,2052,1178.3333333333333,950.1428571428571
FL,04/03/2020,10268,170,10098,1260,1175.6666666666667,1052.5714285714287
FL,04/04/2020,11545,195,11350,1277,1529.6666666666667,1111.7142857142858
FL,04/05/2020,12350,221,12129,805,1114,1157.7142857142858
FL,04/06/2020,13324,236,13088,974,1018.6666666666666,1121.5714285714287
FL,04/07/2020,14545,283,14262,1221,1000,1114.857142857143
GA,01/22/2020,0,0,0,0,0,0
GA,01/23/2020,0,0,0,0,0,0
GA,01/24/2020,0,0,0,0,0,0
GA,01/25/2020,0,0,0,0,0,0
GA,01/26/2020,0,0,0,0,0,0
GA,01/27/2020,0,0,0,0,0,0
GA,01/28/2020,0,0,0,0,0,0
GA,01/29/2020,0,0,0,0,0,0
GA,01/30/2020,0,0,0,0,0,0
GA,01/31/2020,0,0,0,0,0,0
GA,02/01/2020,0,0,0,0,0,0
GA,02/02/2020,0,0,0,0,0,0
GA,02/03/2020,0,0,0,0,0,0
GA,02/04/2020,0,0,0,0,0,0
GA,02/05/2020,0,0,0,0,0,0
GA,02/06/2020,0,0,0,0,0,0
GA,02/07/2020,0,0,0,0,0,0
GA,02/08/2020,0,0,0,0,0,0
GA,02/09/2020,0,0,0,0,0,0
GA,02/10/2020,0,0,0,0,0,0
GA,02/11/2020,0,0,0,0,0,0
GA,02/12/2020,0,0,0,0,0,0
GA,02/13/2020,0,0,0,0,0,0
GA,02/14/2020,0,0,0,0,0,0
GA,02/15/2020,0,0,0,0,0,0
GA,02/16/2020,0,0,0,0,0,0
GA,02/17/2020,0,0,0,0,0,0
GA,02/18/2020,0,0,0,0,0,0
GA,02/19/2020,0,0,0,0,0,0
GA,02/20/2020,0,0,0,0,0,0
GA,02/21/2020,0,0,0,0,0,0
GA,02/22/2020,0,0,0,0,0,0
GA,02/23/2020,0,0,0,0,0,0
GA,02/24/2020,0,0,0,0,0,0
GA,02/25/2020,0,0,0,0,0,0
GA,02/26/2020,0,0,0,0,0,0
GA,02/27/2020,0,0,0,0,0,0
GA,02/28/2020,0,0,0,0,0,0
GA,02/29/2020,0,0,0,0,0,0
GA,03/01/2020,0,0,0,0,0,0
GA,03/02/2020,0,0,0,0,0,0
GA,03/03/2020,2,0,2,2,0.6666666666666666,0.2857142857142857
GA,03/04/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
GA,03/05/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
GA,03/06/2020,3,0,3,1,0.3333333333333333,0.42857142857142855
GA,03/07/2020,6,0,6,3,1.3333333333333333,0.8571428571428571
GA,03/08/2020,6,0,6,0,1.3333333333333333,0.8571428571428571
GA,03/09/2020,10,0,10,4,2.3333333333333335,1.4285714285714286
GA,03/10/2020,17,0,17,7,3.6666666666666665,2.142857142857143
GA,03/11/2020,23,0,23,6,5.666666666666667,3
GA,03/12/2020,31,1,30,8,7,4.142857142857143
GA,03/13/2020,42,1,41,11,8.333333333333334,5.571428571428571
GA,03/14/2020,66,1,65,24,14.333333333333334,8.571428571428571
GA,03/15/2020,99,1,98,33,22.666666666666668,13.285714285714286
GA,03/16/2020,121,1,120,22,26.333333333333332,15.857142857142858
GA,03/17/2020,146,1,145,25,26.666666666666668,18.428571428571427
GA,03/18/2020,199,3,196,53,33.333333333333336,25.142857142857142
GA,03/19/2020,287,10,277,88,55.333333333333336,36.57142857142857
GA,03/20/2020,420,13,407,133,91.33333333333333,54
GA,03/21/2020,507,14,493,87,102.66666666666667,63
GA,03/22/2020,600,23,577,93,104.33333333333333,71.57142857142857
GA,03/23/2020,772,25,747,172,117.33333333333333,93
GA,03/24/2020,1026,32,994,254,173,125.71428571428571
GA,03/25/2020,1247,40,1207,221,215.66666666666666,149.71428571428572
GA,03/26/2020,1525,48,1477,278,251,176.85714285714286
GA,03/27/2020,2000,64,1936,475,324.6666666666667,225.71428571428572
GA,03/28/2020,2366,69,2297,366,373,265.57142857142856
GA,03/29/2020,2651,80,2571,285,375.3333333333333,293
GA,03/30/2020,2808,87,2721,157,269.3333333333333,290.85714285714283
GA,03/31/2020,3929,111,3818,1121,521,414.7142857142857
GA,04/01/2020,4638,139,4499,709,662.3333333333334,484.42857142857144
GA,04/02/2020,5348,163,5185,710,846.6666666666666,546.1428571428571
GA,04/03/2020,5831,184,5647,483,634,547.2857142857143
GA,04/04/2020,6160,201,5959,329,507.3333333333333,542
GA,04/05/2020,6647,211,6436,487,433,570.8571428571429
GA,04/06/2020,7314,229,7085,667,494.3333333333333,643.7142857142857
GA,04/07/2020,8822,329,8493,1508,887.3333333333334,699
GU,01/22/2020,0,0,0,0,0,0
GU,01/23/2020,0,0,0,0,0,0
GU,01/24/2020,0,0,0,0,0,0
GU,01/25/2020,0,0,0,0,0,0
GU,01/26/2020,0,0,0,0,0,0
GU,01/27/2020,0,0,0,0,0,0
GU,01/28/2020,0,0,0,0,0,0
GU,01/29/2020,0,0,0,0,0,0
GU,01/30/2020,0,0,0,0,0,0
GU,01/31/2020,0,0,0,0,0,0
GU,02/01/2020,0,0,0,0,0,0
GU,02/02/2020,0,0,0,0,0,0
GU,02/03/2020,0,0,0,0,0,0
GU,02/04/2020,0,0,0,0,0,0
GU,02/05/2020,0,0,0,0,0,0
GU,02/06/2020,0,0,0,0,0,0
GU,02/07/2020,0,0,0,0,0,0
GU,02/08/2020,0,0,0,0,0,0
GU,02/09/2020,0,0,0,0,0,0
GU,02/10/2020,0,0,0,0,0,0
GU,02/11/2020,0,0,0,0,0,0
GU,02/12/2020,0,0,0,0,0,0
GU,02/13/2020,0,0,0,0,0,0
GU,02/14/2020,0,0,0,0,0,0
GU,02/15/2020,0,0,0,0,0,0
GU,02/16/2020,0,0,0,0,0,0
GU,02/17/2020,0,0,0,0,0,0
GU,02/18/2020,0,0,0,0,0,0
GU,02/19/2020,0,0,0,0,0,0
GU,02/20/2020,0,0,0,0,0,0
GU,02/21/2020,0,0,0,0,0,0
GU,02/22/2020,0,0,0,0,0,0
GU,02/23/2020,0,0,0,0,0,0
GU,02/24/2020,0,0,0,0,0,0
GU,02/25/2020,0,0,0,0,0,0
GU,02/26/2020,0,0,0,0,0,0
GU,02/27/2020,0,0,0,0,0,0
GU,02/28/2020,0,0,0,0,0,0
GU,02/29/2020,0,0,0,0,0,0
GU,03/01/2020,0,0,0,0,0,0
GU,03/02/2020,0,0,0,0,0,0
GU,03/03/2020,0,0,0,0,0,0
GU,03/04/2020,0,0,0,0,0,0
GU,03/05/2020,0,0,0,0,0,0
GU,03/06/2020,0,0,0,0,0,0
GU,03/07/2020,0,0,0,0,0,0
GU,03/08/2020,0,0,0,0,0,0
GU,03/09/2020,0,0,0,0,0,0
GU,03/10/2020,0,0,0,0,0,0
GU,03/11/2020,0,0,0,0,0,0
GU,03/12/2020,0,0,0,0,0,0
GU,03/13/2020,0,0,0,0,0,0
GU,03/14/2020,0,0,0,0,0,0
GU,03/15/2020,3,0,3,3,1,0.42857142857142855
GU,03/16/2020,3,0,3,0,1,0.42857142857142855
GU,03/17/2020,3,0,3,0,1,0.42857142857142855
GU,03/18/2020,5,0,5,2,0.6666666666666666,0.7142857142857143
GU,03/19/2020,12,0,12,7,3,1.7142857142857142
GU,03/20/2020,14,0,14,2,3.6666666666666665,2
GU,03/21/2020,15,0,15,1,3.3333333333333335,2.142857142857143
GU,03/22/2020,27,1,26,12,5,3.4285714285714284
GU,03/23/2020,29,1,28,2,5,3.7142857142857144
GU,03/24/2020,32,1,31,3,5.666666666666667,4.142857142857143
GU,03/25/2020,37,1,36,5,3.3333333333333335,4.571428571428571
GU,03/26/2020,45,1,44,8,5.333333333333333,4.714285714285714
GU,03/27/2020,51,1,50,6,6.333333333333333,5.285714285714286
GU,03/28/2020,55,1,54,4,6,5.714285714285714
GU,03/29/2020,56,1,55,1,3.6666666666666665,4.142857142857143
GU,03/30/2020,58,1,57,2,2.3333333333333335,4.142857142857143
GU,03/31/2020,69,2,67,11,4.666666666666667,5.285714285714286
GU,04/01/2020,77,3,74,8,7,5.714285714285714
GU,04/02/2020,82,3,79,5,8,5.285714285714286
GU,04/03/2020,84,4,80,2,5,4.714285714285714
GU,04/04/2020,93,4,89,9,5.333333333333333,5.428571428571429
GU,04/05/2020,112,4,108,19,10,8
GU,04/06/2020,113,4,109,1,9.666666666666666,7.857142857142857
GU,04/07/2020,121,4,117,8,9.333333333333334,7.428571428571429
HI,01/22/2020,0,0,0,0,0,0
HI,01/23/2020,0,0,0,0,0,0
HI,01/24/2020,0,0,0,0,0,0
HI,01/25/2020,0,0,0,0,0,0
HI,01/26/2020,0,0,0,0,0,0
HI,01/27/2020,0,0,0,0,0,0
HI,01/28/2020,0,0,0,0,0,0
HI,01/29/2020,0,0,0,0,0,0
HI,01/30/2020,0,0,0,0,0,0
HI,01/31/2020,0,0,0,0,0,0
HI,02/01/2020,0,0,0,0,0,0
HI,02/02/2020,0,0,0,0,0,0
HI,02/03/2020,0,0,0,0,0,0
HI,02/04/2020,0,0,0,0,0,0
HI,02/05/2020,0,0,0,0,0,0
HI,02/06/2020,0,0,0,0,0,0
HI,02/07/2020,0,0,0,0,0,0
HI,02/08/2020,0,0,0,0,0,0
HI,02/09/2020,0,0,0,0,0,0
HI,02/10/2020,0,0,0,0,0,0
HI,02/11/2020,0,0,0,0,0,0
HI,02/12/2020,0,0,0,0,0,0
HI,02/13/2020,0,0,0,0,0,0
HI,02/14/2020,0,0,0,0,0,0
HI,02/15/2020,0,0,0,0,0,0
HI,02/16/2020,0,0,0,0,0,0
HI,02/17/2020,0,0,0,0,0,0
HI,02/18/2020,0,0,0,0,0,0
HI,02/19/2020,0,0,0,0,0,0
HI,02/20/2020,0,0,0,0,0,0
HI,02/21/2020,0,0,0,0,0,0
HI,02/22/2020,0,0,0,0,0,0
HI,02/23/2020,0,0,0,0,0,0
HI,02/24/2020,0,0,0,0,0,0
HI,02/25/2020,0,0,0,0,0,0
HI,02/26/2020,0,0,0,0,0,0
HI,02/27/2020,0,0,0,0,0,0
HI,02/28/2020,0,0,0,0,0,0
HI,02/29/2020,0,0,0,0,0,0
HI,03/01/2020,0,0,0,0,0,0
HI,03/02/2020,0,0,0,0,0,0
HI,03/03/2020,0,0,0,0,0,0
HI,03/04/2020,0,0,0,0,0,0
HI,03/05/2020,0,0,0,0,0,0
HI,03/06/2020,0,0,0,0,0,0
HI,03/07/2020,1,0,1,1,0.3333333333333333,0.14285714285714285
HI,03/08/2020,1,0,1,0,0.3333333333333333,0.14285714285714285
HI,03/09/2020,2,0,2,1,0.6666666666666666,0.2857142857142857
